code,current_code,announced_on,old_registry,new_registry,headline,classification,method,pdf_url
IEC,BTM,2011-12-16,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20111216/pdf/423b2bs03kr3jd.pdf
WHN,ZMM,2011-12-09,Advanced Share Registry,MUFG Corporate Markets,Change in Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20111209/pdf/42360wr4b9r45x.pdf
TPT,88E,2011-11-28,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20111128/pdf/422wksfzz9pdyq.pdf
IAU,A1M,2011-11-04,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20111104/pdf/4229xqx25wz34l.pdf
BMG,WAU,2011-11-03,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20111103/pdf/4229j2rl9qns87.pdf
FNT,FUN,2011-09-27,Registries Limited,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110927/pdf/421brfjl1wb280.pdf
PTS,ARO,2011-09-26,Computershare,Boardroom,Change in Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20110926/pdf/4219qlxmq7bk6q.pdf
OEG,SNS,2011-09-12,Security Transfer Australia,Boardroom,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20110912/pdf/4210m55w1kvqvy.pdf
AFR,ALM,2011-08-05,Computershare,MUFG Corporate Markets,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110805/pdf/42078yg3z64svl.pdf
EVE,EVE,2011-08-05,Computershare,MUFG Corporate Markets,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110805/pdf/42078sm9q3y36z.pdf
TLM,TLM,2011-07-11,Advanced Share Registry,MUFG Corporate Markets,Notification of Change of Share Register,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20110711/pdf/41zq7pvc7k3nxv.pdf
GRP,RC1,2011-07-07,Computershare,Security Transfer Australia,Details of New Share Registry,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20110707/pdf/41zn40fmmtz7vv.pdf
OEL,OEL,2011-07-06,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110706/pdf/41zmvh27jkw0y9.pdf
RHM,SHO,2011-06-17,Security Transfer Australia,Advanced Share Registry,Transfer of Share Register,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20110617/pdf/41z8v617y887tl.pdf
WAA,WAA,2011-06-15,Registries Limited,Boardroom,Share Registry - Change of Business Name,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20110615/pdf/41z7cxzrtfbpc0.pdf
WAM,WAM,2011-06-15,Registries Limited,Boardroom,Share Registry - Change of Business Name,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20110615/pdf/41z7cm1pyqnr53.pdf
WAX,WAX,2011-06-15,Registries Limited,Boardroom,Share Registry - Change of Business Name,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20110615/pdf/41z7d3018vkgyn.pdf
PLS,PLS,2011-06-14,Security Transfer Australia,Registries Limited,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20110614/pdf/41z5wtt9l19b8b.pdf
MFF,MFF,2011-06-08,Registries Limited,Boardroom,Share Registry - Change of Business Name,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20110608/pdf/41z36jy2d579dq.pdf
MFG,MFG,2011-06-08,Registries Limited,Boardroom,Share Registry - Change of Business Name,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20110608/pdf/41z36hd2dx6yw9.pdf
RHC,RHC,2011-06-07,Registries Limited,Boardroom,Share Registry - Change of Name to Boardroom Pty Limited,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20110607/pdf/41z2t0gr2ybmm0.pdf
MRY,NOR,2011-06-06,Computershare,MUFG Corporate Markets,Change of Share Register,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110606/pdf/41z1w5mqhlrm4s.pdf
ADY,ADY,2011-05-30,Computershare,Registries Limited,Change in share registry service provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20110530/pdf/41yxtgb742y1m1.pdf
MRY,NOR,2011-05-26,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110526/pdf/41yw9b7ptfv0k9.pdf
CVN,CVN,2011-05-25,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110525/pdf/41yvfqvgs9t9v8.pdf
RMP,FME,2011-04-01,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110401/pdf/41xt69513vv1b9.pdf
AGX,CT1,2011-03-23,Computershare,Advanced Share Registry,Change of Share Registry Services,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20110323/pdf/41xmbbl8hzczr7.pdf
SOL,SOL,2011-03-10,Computershare,Advanced Share Registry,New Share Registry Administrator,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20110310/pdf/41xc5711wthdrv.pdf
WHN,ZMM,2011-02-02,Gould Ralph,Advanced Share Registry,Change in Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20110202/pdf/41wknpd9nvm86n.pdf
FMG,FMG,2010-11-23,Computershare,MUFG Corporate Markets,Change of Share Register Services,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20101123/pdf/31v2tyx906f0cl.pdf
APZ,APZ,2010-11-19,Computershare,MUFG Corporate Markets,Change of Share Registry Service Provider,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20101119/pdf/31v0lm7kd9kfwc.pdf
PEN,PEN,2010-11-10,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20101110/pdf/31tsy89lz1shvn.pdf
SMN,SMN,2010-10-20,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20101020/pdf/31t7wjd4kjtg02.pdf
CRB,CRB,2010-10-05,Computershare,Security Transfer Australia,CHANGE OF SHARE REGISTRY,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20101005/pdf/31sydgr2f5chc8.pdf
OFG,CNI,2010-09-03,MUFG Corporate Markets,Computershare,OFG Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20100903/pdf/31sb472j0f53kt.pdf
TNP,HYT,2010-08-27,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20100827/pdf/31s4rqk2n4p0b0.pdf
ERJ,VPR,2010-07-20,MUFG Corporate Markets,Security Transfer Australia,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20100720/pdf/31rf1brg5zgy0f.pdf
RFE,BRK,2010-06-30,Advanced Share Registry,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20100630/pdf/31r32w8nz8b1kz.pdf
CND,IGN,2010-06-28,Computershare,Registries Limited,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100628/pdf/31r1jjxq9tt6l0.pdf
AIA,AIA,2010-06-25,Computershare,MUFG Corporate Markets,Auckland Airport notification of change in share registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20100625/pdf/31r06q82htpqdk.pdf
BKI,BKI,2010-06-22,Computershare,Advanced Share Registry,Change of Share Registry provider,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100622/pdf/31qylt4frdv38y.pdf
AJM,1MC,2010-06-18,Security Transfer Australia,MUFG Corporate Markets,Change of Share Registry,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20100618/pdf/31qwp5mk3rdl1p.pdf
VMS,CRI,2010-05-28,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20100528/pdf/31ql4zky8g8m6s.pdf
ELY,GEM,2010-05-27,MUFG Corporate Markets,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100527/pdf/31qk6yll5sbcb3.pdf
BLZ,BLZ,2010-05-20,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100520/pdf/31qfsm1c1502pl.pdf
PIM,EXT,2010-05-20,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100520/pdf/31qfsntzlzvz4n.pdf
GED,GED,2010-05-20,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100520/pdf/31qfryrqlv9dr7.pdf
MLS,MLS,2010-05-20,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100520/pdf/31qfrpx8q8sz6l.pdf
SBR,SBR,2010-05-20,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100520/pdf/31qfskdcszcttt.pdf
CMW,CMW,2010-05-17,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20100517/pdf/31qc9wl0j9p556.pdf
ECQ,CYP,2010-04-29,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20100429/pdf/31q19gfnpqby7g.pdf
MRO,OB1,2010-04-19,Registries Limited,Security Transfer Australia,Change of Share Registrar,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20100419/pdf/31pvbmnbtmmzjs.pdf
CUU,AQX,2010-03-01,MUFG Corporate Markets,Computershare,Details of Share Registry address,address_only,two_brands,https://announcements.asx.com.au/asxpdf/20100301/pdf/31p0jch7n3c32g.pdf
AUI,AUI,2010-02-22,Computershare,MUFG Corporate Markets,Change of Provider of Share Registry Management Services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20100222/pdf/31ntnsf21zznck.pdf
CFR,GA8,2010-02-18,Registries Limited,Advanced Share Registry,Change of Share Registry notification,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100218/pdf/31nrzgfqddml7f.pdf
DMP,DMP,2010-02-11,Computershare,MUFG Corporate Markets,Change of Share Register,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20100211/pdf/31nn3yhg0mv1f4.pdf
RHC,RHC,2010-01-28,Computershare,Registries Limited,Change of Share Registry Service Provider,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20100128/pdf/31ncplwt5b98hh.pdf
BRD,SRN,2010-01-28,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20100128/pdf/31ncz43f78l0pg.pdf
WHN,ZMM,2009-12-10,Computershare,Gould Ralph,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20091210/pdf/31mnnv5kbwbff9.pdf
PEL,SHN,2009-11-16,Computershare,Security Transfer Australia,Change of Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20091116/pdf/31m2m0n1xpq9g0.pdf
DMY,FBR,2009-11-04,Computershare,Advanced Share Registry,Details of Share Registry address,address_only,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20091104/pdf/31lvqpz17r9wyj.pdf
SRZ,SRZ,2009-08-25,MUFG Corporate Markets,Registries Limited,Change of Share Register,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20090825/pdf/31k9cqc1s8zj6s.pdf
AAO,EML,2009-08-10,Computershare,MUFG Corporate Markets,Change of Share Register,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20090810/pdf/31k0rgr8vm3jqg.pdf
BOE,BOE,2009-06-29,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20090629/pdf/31j8z3z1bm8g32.pdf
BOQ,BOQ,2009-06-29,Computershare,MUFG Corporate Markets,BOQ- Change of Share Registry Details,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20090629/pdf/31j91qkyjshchm.pdf
AEU,CQE,2009-06-26,MUFG Corporate Markets,Registries Limited,Change of Provider of Unit Registry Management Services,registry_other,cease_plus_one,https://announcements.asx.com.au/asxpdf/20090626/pdf/31j83qvsgrf81z.pdf
FYI,CCM,2009-06-03,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20090603/pdf/31hxdqn9vddt7y.pdf
GIP,SP8,2009-05-12,Computershare,Security Transfer Australia,UK Share Register Transfer Completed,registry_other,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20090512/pdf/31hk3fcf0qzdm8.pdf
QNL,JGH,2009-05-08,Security Transfer Australia,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20090508/pdf/31hhfwsc9nx06k.pdf
RDS,RDS,2009-04-21,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20090421/pdf/31h56fknm1pyfz.pdf
LLC,LLC,2009-04-06,MUFG Corporate Markets,Computershare,Change in Share Registry Provider and Register Address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20090406/pdf/31gy8nxw5jt0c0.pdf
GIP,SP8,2009-04-06,Security Transfer Australia,Computershare,UK Share Registry Transfer,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20090406/pdf/31gyf67pksnx2x.pdf
BMN,BMN,2009-04-02,Computershare,Advanced Share Registry,Change of Share Registrar,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20090402/pdf/31gx252f8h6n2b.pdf
ALL,ALL,2009-02-16,MUFG Corporate Markets,Registries Limited,Change of Share Registry Service Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20090216/pdf/31g1yg8gn5bpkz.pdf
MFC,AVM,2009-02-13,Computershare,Registries Limited,Change of provider of share registry management services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20090213/pdf/31g1h0lpf8trvh.pdf
ACS,ACS,2009-01-22,Security Transfer Australia,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20090122/pdf/31fnxf4cfkw3mk.pdf
AIZ,AIZ,2009-01-16,Computershare,MUFG Corporate Markets,Notification of Change in Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20090116/pdf/31flmf1x3g37wp.pdf
MRO,OB1,2008-12-22,Computershare,Registries Limited,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20081222/pdf/31fb7vp6xm0137.pdf
EQX,EQX,2008-12-16,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20081216/pdf/31f6tl7nn3ry00.pdf
HGO,HGO,2008-11-14,Computershare,Registries Limited,Change of Provider of Share Registry Management,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20081114/pdf/31dlf1zxjjl908.pdf
MHL,FIN,2008-11-07,Computershare,Advanced Share Registry,Change of Share and Option Registry,registry_other,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20081107/pdf/31dh1wfppgj5gc.pdf
GWR,GWR,2008-10-29,MUFG Corporate Markets,Advanced Share Registry,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20081029/pdf/31d7nfzg8gf75l.pdf
PRR,IMM,2008-10-17,Security Transfer Australia,Registries Limited,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20081017/pdf/31cyp6xfgzddqf.pdf
CVS,RR1,2008-09-24,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20080924/pdf/31ch82cfssylxv.pdf
PYM,GBL,2008-09-22,Advanced Share Registry,MUFG Corporate Markets,Change of Share Register,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20080922/pdf/31cf7x4ycds240.pdf
CNN,MCO,2008-09-15,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20080915/pdf/31c9mh3ys1d8jd.pdf
EXR,EXR,2008-09-01,Advanced Share Registry,Computershare,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20080901/pdf/31c27nldlh76hl.pdf
BML,VRL,2008-08-28,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20080828/pdf/31bzhv3rm669bd.pdf
TBR,TBR,2008-08-15,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20080815/pdf/31bqrvzyk965g8.pdf
DVM,88E,2008-08-12,Computershare,Security Transfer Australia,Change of Share and Option Registry,registry_other,cease_appoint,https://announcements.asx.com.au/asxpdf/20080812/pdf/31bns3wnkrg2yn.pdf
FTN,PLS,2008-07-10,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20080710/pdf/31b3n4dsrzgcp8.pdf
HWI,BRG,2008-07-07,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20080707/pdf/31b14r432b19t7.pdf
JUT,DVP,2008-06-19,Security Transfer Australia,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20080619/pdf/319qccphqmdqmn.pdf
QTI,IAM,2008-06-10,Computershare,Registries Limited,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20080610/pdf/319k9x0gq516k3.pdf
CIW,CIW,2008-05-01,MUFG Corporate Markets,Registries Limited,Notification - Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20080501/pdf/318x8ps2zk3kk0.pdf
ARE,ORP,2008-03-17,Computershare,Registries Limited,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20080317/pdf/3182x86jrs14ks.pdf
DON,ELV,2007-10-05,MUFG Corporate Markets,Computershare,Change of Date for Registry Handover,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20071005/pdf/314z9d0rcp2fg0.pdf
DON,ELV,2007-09-25,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20070925/pdf/314qqgq5y27wj9.pdf
BSM,GW1,2007-08-31,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20070831/pdf/3149xh920prvzw.pdf
PMA,TSL,2007-07-11,Computershare,Advanced Share Registry,Change in Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20070711/pdf/313d9f4stpn5fz.pdf
